filename,filepath,title,artist,album,album_artist,genre,date,duration_seconds,bpm,beaTunes_tempo_COLOR,beaTunes_SPECTRUM,beaTunes_COLOR,beaTunes_tempo_timbre_COLOR,MOOD_DANCEABILITY,Tuning,has_lyrics,lyrics_text
23 Stay Gold (Live Version).m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\HIKARU UTADA SCIENCE FICTION TOUR 2024\23 Stay Gold (Live Version).m4a,Stay Gold (Live Version),Hikaru Utada,HIKARU UTADA SCIENCE FICTION TOUR 2024,Hikaru Utada,J-Pop,2024-12-11,321.78,90,05040b,45.602364;42.09449;99.0;38.97638;45.602364;33.519684;28.452757;35.468506;30.011812;20.657482;14.811024;19.48819;14.811024;12.472443;10.133862;10.913387;17.149609;17.539371;28.452757;36.637794;41.704723;44.04331;21.43701;0.0;,69e1ce,611d34,22,,No,
24 Automatic (Live Version).m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\HIKARU UTADA SCIENCE FICTION TOUR 2024\24 Automatic (Live Version).m4a,Automatic (Live Version),Hikaru Utada,HIKARU UTADA SCIENCE FICTION TOUR 2024,Hikaru Utada,J-Pop,2024-12-11,319.9,98,321ac6,99.0;78.342514;87.30708;95.49213;77.173225;46.38189;58.074802;50.669292;39.755905;21.43701;22.996063;25.334646;31.96063;30.011812;21.43701;26.114174;35.078743;32.350395;42.484253;49.889763;56.515747;67.81889;30.79134;0.0;,80e6cc,04046d,39,1,No,
01 Keep Tryin'.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Keep Tryin' - Single\01 Keep Tryin'.mp3,Keep Tryin',Hikaru Utada,Keep Tryin' - Single,Hikaru Utada,J-Pop,2004-01-01,292.68,100,7d1cbc,45.602364;84.578735;59.633858;99.0;55.73622;45.2126;75.22441;56.90551;59.244095;54.95669;42.484253;49.5;40.145668;44.04331;34.688976;38.19685;44.43307;46.38189;42.484253;49.5;54.177166;59.244095;24.944883;0.0;,4a2cd0,513418,56,-1,Sí,"I don't care about anything
Doudemoiitte kao shinagara
Zutto zutto inotteita
Naimononedari
Chottoyasotto de manzoku dekinai
Dakara keep trying

Juu ji no owarai bangumi
Shigoto no tsukareiyashite mo
Hitori ga sukoshi iya ni naru yo
Souiu no mo daiji to omou kedo

Kyonen yori mendoukusagari ni natteru zo
Chousensha nomi moraeru gohoubi
Hoshii no

I don't care about anything
Chotto chikoku shita asa mo koko kara
Ganbarou yo
Nandodemo kitai suru no
Baka mitai nanka janai
Dakara keep trying

Honto wa dare yori hangurii
Kimochi no midare kakushite mo
Maiasa yowakime na sugao utsusu kagami
Taiji shitai yo

Tsukiyo no negai utsukushii mono da keredo
Hyouteki ni natte doro ni tobikonde
Lady, rettsu goo

I don't care about anything
Kuuru na poozu kimenagara
Jitsu wo iu to tatakatteta
Taisetsu na inochi
Tottemo ki ni shii anata wa sukoshi
Yasuminasai

""Taimu izu manee""
Shourai kokkakoumuin da nante iu na
Yume ga nai naa
""Aijou yori money""
Daarin ga sarariiman datte ii jan
Ai ga areba

I don't care about anything
Dou demo iitte kao shinagara
Zutto zutto inotteita
Naimononedari
Motto da motto da manzoku dekinai
Dakara keep trying

Donburakokko
Yo no naka ukishizumi ga hageshii na
Donna toki demo
Kachi ga kawaranai no wa tada anata

Shounen wa itsu made mo itsu made mo kataomoi
Jounetsu ni jounetsu ni onedan tsukerarenai
Otousan keep trying, trying
Okaasan keep trying, trying
Oniichan, shashousan, oyomesan keep trying, trying

Shounen wa itsu made mo itsu made mo kataomoi
Jounetsu ni jounetsu ni onedan tsukerarenai
Otousan keep trying, trying
Okaasan keep trying, trying
Oniichan, shashousan, oyomesan keep trying, trying

Shounen wa itsu made mo itsu made mo kataomoi
Jounetsu ni jounetsu ni onedan tsukerarenai
Otousan keep trying, trying
Okaasan keep trying, trying
Oniichan, shashousan, oyomesan keep trying, trying"
01 Manatsu No Tooriame.m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\Manatsu No Tooriame - Single\01 Manatsu No Tooriame.m4a,Manatsu No Tooriame,Hikaru Utada,Manatsu No Tooriame - Single,Hikaru Utada,J-Pop,2016-04-15,341.29,74,875450,4.287403;21.826773;99.0;70.93701;35.468506;37.807087;35.078743;43.26378;25.724411;20.267717;12.472443;24.555119;19.48819;14.421261;11.692913;11.30315;15.20079;10.133862;7.7952766;12.08268;17.539371;30.011812;18.3189;0.0;,0d8db5,390eaa,27,-1,No,
03 Keep Tryin' (Karaoke).mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Keep Tryin' - Single\03 Keep Tryin' (Karaoke).mp3,Keep Tryin' (Karaoke),Hikaru Utada,Keep Tryin' - Single,Hikaru Utada,J-Pop,2006-02-22,293.49,100,b728a8,53.007874;99.0;59.244095;49.889763;31.570868;32.740158;47.940945;35.078743;39.366142;27.67323;29.232285;29.232285;29.622047;32.350395;24.165356;26.503939;29.622047;36.24803;39.755905;38.19685;32.350395;28.062992;14.421261;0.0;,90d825,260e26,19,,No,
02 Wings.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Keep Tryin' - Single\02 Wings.mp3,Wings,Hikaru Utada,Keep Tryin' - Single,Hikaru Utada,J-Pop,2006-02-22,291.89,99,be9738,24.944883;26.503939;21.43701;70.15748;46.771652;22.6063;59.244095;56.125984;99.0;39.755905;29.232285;50.669292;42.484253;34.299213;27.67323;33.519684;50.279526;40.925198;28.452757;31.96063;45.602364;86.91732;38.19685;0.0;,9420d2,5dcd23,23,1,Sí,"じっと背中を見つめ
抱きしめようか考える

大胆なことは想像するだけ
（ラララらララ ラララヲウヲオ）
大きいばっかりで飛べない羽
（あなただけが私の親友）
素直な言葉はまたおあずけ
（ラララらララ ラララヲウヲオ）
簡単に慣れてしまうのはなぜ
（あなただけが私の親友）

お風呂の温度はぬるめ
あまえ方だって中途半端
それこそ甘えかな

安心できる暖かい場所で
（ラララらララ ラララヲウヲオ）
大好きな作家の本を開いて
（あなただけが私の親友）

昨日の言葉早く忘れて
（ラララらララ ラララヲウヲオ）
大好きな人を疑うのはなぜ
（あなただけが私の親友）

向かい風がチャンスだよ今飛ベ
エンディングの少し手前で閉じないで

明日に備え出来ることもあるけど
早めに寝るよ、今日は

あなたの前で言いたいことを紙に書いて
夢見てるよ大空"
01 Mine or Yours.m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\Mine or Yours - EP\01 Mine or Yours.m4a,Mine or Yours,Hikaru Utada,Mine or Yours - EP,Hikaru Utada,J-Pop,2025-05-02,262.41,150,bec59b,48.330708;72.885826;99.0;36.24803;33.519684;30.011812;30.401575;22.996063;26.114174;24.165356;12.08268;23.77559;18.708662;14.421261;12.472443;15.590553;20.657482;21.047245;26.114174;33.90945;42.874016;65.87008;32.350395;0.0;,99f8a2,8d2947,31,0,Sí,"[宇多田ヒカル「Mine or Yours」歌詞]

[Refrain]
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru

[Verse 1]
Oh, 昨日の僕は
僕が思う僕とはかけ離れていた
素直になれず君を泣かせるやつには
失望している

[Pre-Chorus]
自分を大事にできるようになるまで
なんにも守れない

[Chorus]
なにが食べたい？ 店探すよ
元気出るまでダラダラしよう
なにか飲むかい？ お湯沸かすよ
君はコーヒー 僕は緑茶、いつもの

[Refrain]
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru

[Verse 2]
どの道を選ぼうと
選ばなかった道を失う寂しさとセット
令和何年になったらこの国で
夫婦別姓 okay されるんだろう

[Pre-Chorus]
冷めたら温め直せばいい
不安材料も味付け次第

[Chorus]
ずっと一緒にいたいけれど
毎日一緒はしんどいかも
なにかいるかい？ 買って行くよ
君はコーヒー 僕は緑茶、いつもの

[Bridge]
I love making love to you
掛け違えたボタン
一つ一つ外す
恐る恐る

[Chorus]
自由に慣れれば慣れるほど
不自由だって、どうして誰も
僕らに教えてくれなかったの
君はコーヒー 僕は緑茶、いつもの

[Refrain]
Tu-ru-ru-ru-tu-tu-ru (Mine or yours?)
Tu-ru-ru-ru-tu-tu-ru (Mine or yours?)
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru (Mine or yours?)
Tu-ru-ru-ru-tu-tu-ru (Mine or yours?)
Tu-ru-ru-ru-tu-tu-ru"
02 Mine or Yours (Yaeji Remix).m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\Mine or Yours - EP\02 Mine or Yours (Yaeji Remix).m4a,Mine or Yours (Yaeji Remix),Hikaru Utada & Yaeji,Mine or Yours - EP,Hikaru Utada,Dance,2025-10-06,255.67,103,b49beb,17.149609;99.0;62.362206;31.570868;25.334646;19.098427;22.6063;19.098427;23.77559;24.165356;15.20079;22.996063;19.877954;18.708662;13.251968;18.708662;22.6063;22.996063;24.555119;25.334646;28.84252;37.807087;18.708662;0.0;,92ec3e,5e242f,26,0,No,
03 Mine or Yours (The Blessed Madonn.m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\Mine or Yours - EP\03 Mine or Yours (The Blessed Madonn.m4a,Mine or Yours (The Blessed Madonna's GODSQUAD Mix),Hikaru Utada & The Blessed Madonna,Mine or Yours - EP,Hikaru Utada,Dance,2025-10-20,306.41,125,a5f4c8,99.0;58.464565;33.12992;18.708662;12.08268;10.523624;11.30315;16.370079;11.30315;14.811024;17.539371;17.539371;14.421261;16.759842;11.692913;10.913387;14.421261;11.692913;14.421261;14.031498;14.421261;14.421261;8.964569;0.0;,a8ef50,702c32,37,29,No,
04 Mine or Yours (Bella Boo Remix).m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\Mine or Yours - EP\04 Mine or Yours (Bella Boo Remix).m4a,Mine or Yours (Bella Boo Remix),Hikaru Utada & Bella Boo,Mine or Yours - EP,Hikaru Utada,Dance,2025-11-07,233.61,94,8d4a49,99.0;35.468506;54.56693;28.452757;30.79134;28.452757;28.062992;21.047245;21.43701;26.114174;12.08268;18.708662;21.43701;19.877954;17.929134;20.657482;24.944883;23.385828;38.19685;39.366142;42.09449;58.074802;28.452757;0.0;,debcbd,c73dad,33,-2,No,
05 Mine or Yours - From THE FIRST TA.m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\Mine or Yours - EP\05 Mine or Yours - From THE FIRST TA.m4a,Mine or Yours - From THE FIRST TAKE,Hikaru Utada,Mine or Yours - EP,Hikaru Utada,J-Pop,2025-11-26,262.69,75,cab480,35.468506;59.244095;99.0;38.586617;31.570868;26.893702;28.84252;20.267717;28.062992;22.996063;12.08268;18.3189;17.929134;12.472443;11.692913;15.980316;18.3189;15.980316;18.708662;22.6063;26.503939;35.468506;21.047245;0.0;,51f682,7b1c4b,24,-1,No,
06 Mine or Yours (Instrumental).m4a,E:\iTunes\iTunes Media\Music\Hikaru Utada\Mine or Yours - EP\06 Mine or Yours (Instrumental).m4a,Mine or Yours (Instrumental),Hikaru Utada,Mine or Yours - EP,Hikaru Utada,J-Pop,2025-11-26,261.64,150,d284c7,70.15748;99.0;68.208664;33.519684;27.67323;22.216536;14.811024;17.149609;17.149609;17.539371;10.913387;18.3189;12.472443;14.031498;13.251968;14.421261;17.929134;24.165356;33.519684;39.755905;40.535435;37.807087;17.929134;0.0;,adf362,6e2f33,36,0,No,
03 Movin' On Without You (Tribal Mix.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Movin' On Without You - Single\03 Movin' On Without You (Tribal Mix.mp3,Movin' On Without You (Tribal Mix),Hikaru Utada,Movin' On Without You - Single,Hikaru Utada,J-Pop,1999-02-17,286.46,122,b1b1d0,54.95669;99.0;27.283466;19.877954;18.708662;17.149609;21.826773;32.740158;30.79134;29.232285;28.84252;32.740158;39.755905;41.704723;36.24803;38.97638;51.059055;53.397636;65.480316;67.42913;96.661415;74.055115;51.059055;0.0;,fd8a6b,97959f,31,3,No,
02 B & C.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Movin' On Without You - Single\02 B & C.mp3,B & C,Hikaru Utada,Movin' On Without You - Single,Hikaru Utada,J-Pop,1999-02-17,259.6,93,06112e,96.27165;99.0;72.49606;38.97638;26.114174;33.12992;29.622047;26.893702;21.826773;31.181103;20.657482;26.114174;37.807087;44.04331;38.586617;50.669292;61.972443;67.03937;80.6811;84.578735;75.614174;80.291336;58.074802;0.0;,f99f6a,a6aaac,70,27,Sí,"[宇多田ヒカル「B&amp;C」歌詞]

ひとめぼれなんて
ありえないと思ってたけど
Baby then you came to me
ひとりだけなんて
愛せないと思ってたけど
Baby then you changed my mind

こんなluckyな出会いは
きっと二度と来ない
偶然か運命か
どっちでもいいんじゃない

何があっても
何があっても
後悔しない
Take me with you
行けるとこまで
行けるとこまで
ずっとBonnie &amp; Clydeみたいに

あなたとなら
自然なままの私でいられる
Maybe you're the one for me
バカにする人達はきっと
ただ淋しいだけ
私もそうだった

今の気持ちを言葉にしたら
魔法とけちゃう
この瞬間　終わるまでは
何も言わないで

もう少しだけ
もう少しだけ
忘れていたい
Keep on driving
傷つけたって
傷ついたって
ずっとBonnie &amp; Clydeみたいに

約束はしないで
未来に保証は無い方がいい
賭けてみるしかない
Come on and try me

何があっても
何があっても
後悔しない
Take me with you
行けるとこまで
行けるとこまで
ずっとBonnie &amp; Clydeみたいに"
01 Movin' On Without You.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Movin' On Without You - Single\01 Movin' On Without You.mp3,Movin' On Without You,Hikaru Utada,Movin' On Without You - Single,Hikaru Utada,J-Pop,1999-02-17,278.26,122,b4bdc7,51.83858;81.85039;25.334646;20.267717;20.267717;16.759842;21.43701;31.570868;31.181103;27.283466;30.79134;30.011812;37.807087;42.484253;35.85827;39.366142;50.669292;56.125984;68.59843;72.1063;99.0;72.1063;47.55118;0.0;,fe7b75,a3a0ae,70,-23,Sí,"Nothing's gonna stop me, only you can stop me夜中の3時a.m. 枕元のPHS鳴るの待ってる バカみたいじゃない時計の鐘が鳴る おとぎ話みたいにガラスのハイヒール 見つけてもダメ構うのが面倒なら 早く教えて私だって そんなに暇じゃないんだからI'm movin' on without youフザけたアリバイ 知らないフリはもう出来ないこんな思い出ばかりの 二人じゃないのにせつなくなるはずじゃなかったのに どうしていいオンナ演じるのは まだ早すぎるかなNothing's gonna stop me, only you can stop me用意したセリフは完璧なのに また電波届かない 午前4時静かすぎる夜は 考えが暴れ出すの分かってるのに 結局寝不足あんな約束もう忘れたよ 指輪も返すから私のこころ返してI have to go without youくやしいから 私から別れてあげるいいオンナ演じるのも 楽じゃないよねせつなくなるはずじゃなかったのに どうしていいオンナ演じるのは まだ早すぎるかなNothing's gonna stop me, only you can stop meとまどいながらでもいいから 愛してほしいそんなこと言わなくても わかってほしいのにせつなくなるはずじゃなかったのに どうしていいオンナ演じるのは まだ早すぎるかなNothing's gonna stop me, only you can stop me"
01 Mine or Yours.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Mine or Yours - Single\01 Mine or Yours.mp3,Mine or Yours,Hikaru Utada,Mine or Yours - Single,Hikaru Utada,J-Pop,2025-05-02,262.43,150,bdc59b,48.720474;73.66535;99.0;36.637794;33.90945;30.011812;30.401575;23.385828;26.503939;24.165356;12.472443;24.165356;19.098427;14.811024;12.472443;15.980316;21.047245;21.43701;26.893702;34.688976;43.65354;66.649605;32.740158;0.0;,9bf7a2,8e2a47,31,,Sí,"[宇多田ヒカル「Mine or Yours」歌詞]

[Refrain]
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru

[Verse 1]
Oh, 昨日の僕は
僕が思う僕とはかけ離れていた
素直になれず君を泣かせるやつには
失望している

[Pre-Chorus]
自分を大事にできるようになるまで
なんにも守れない

[Chorus]
なにが食べたい？ 店探すよ
元気出るまでダラダラしよう
なにか飲むかい？ お湯沸かすよ
君はコーヒー 僕は緑茶、いつもの

[Refrain]
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru

[Verse 2]
どの道を選ぼうと
選ばなかった道を失う寂しさとセット
令和何年になったらこの国で
夫婦別姓 okay されるんだろう

[Pre-Chorus]
冷めたら温め直せばいい
不安材料も味付け次第

[Chorus]
ずっと一緒にいたいけれど
毎日一緒はしんどいかも
なにかいるかい？ 買って行くよ
君はコーヒー 僕は緑茶、いつもの

[Bridge]
I love making love to you
掛け違えたボタン
一つ一つ外す
恐る恐る

[Chorus]
自由に慣れれば慣れるほど
不自由だって、どうして誰も
僕らに教えてくれなかったの
君はコーヒー 僕は緑茶、いつもの

[Refrain]
Tu-ru-ru-ru-tu-tu-ru (Mine or yours?)
Tu-ru-ru-ru-tu-tu-ru (Mine or yours?)
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru
Tu-ru-ru-ru-tu-tu-ru (Mine or yours?)
Tu-ru-ru-ru-tu-tu-ru (Mine or yours?)
Tu-ru-ru-ru-tu-tu-ru"
08 Beautiful World (Da Capo Version).mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\One Last Kiss\08 Beautiful World (Da Capo Version).mp3,Beautiful World (Da Capo Version) [Instrumental],Hikaru Utada,One Last Kiss,Hikaru Utada,J-Pop,2021-03-10,357.64,71,867466,7.015751;99.0;88.866135;62.362206;35.078743;28.062992;16.759842;13.251968;18.3189;13.641735;9.354332;13.251968;16.370079;13.641735;9.744095;8.574806;8.574806;11.692913;7.7952766;6.2362213;5.0669327;7.405514;3.8976402;0.0;,39dc4c,7f1274,26,,Sí,[器楽]
07 One Last Kiss (Instrumental).mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\One Last Kiss\07 One Last Kiss (Instrumental).mp3,One Last Kiss (Instrumental),Hikaru Utada,One Last Kiss,Hikaru Utada,J-Pop,2021-03-10,252.11,112,58f7a1,99.0;39.755905;67.42913;53.397636;34.299213;21.047245;18.708662;12.08268;12.472443;12.8622055;10.133862;9.744095;10.133862;10.913387;6.625984;6.2362213;4.677166;3.8976402;3.1181107;3.1181107;3.1181107;4.287403;3.1181107;0.0;,3fee7f,6d1d3b,30,0,Sí,[器楽]
02 Beautiful World (Da Capo Version).mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\One Last Kiss\02 Beautiful World (Da Capo Version).mp3,Beautiful World (Da Capo Version),Hikaru Utada,One Last Kiss,Hikaru Utada,J-Pop,2021-03-10,359.03,71,81685d,7.015751;99.0;89.255905;63.921257;40.145668;42.09449;24.165356;19.48819;24.555119;19.48819;13.251968;15.20079;24.944883;15.20079;12.472443;14.031498;14.421261;12.8622055;10.523624;9.744095;8.574806;17.149609;11.692913;0.0;,30d852,6f0e83,26,,Sí,"[宇多田ヒカル「Beautiful World (Da Capo Version)」歌詞]

Beautiful world
Beautiful boy
Beautiful world
Beautiful boy

もしも願い一つだけ叶うなら
君の側で眠らせて　どんな場所でもいいよ
Beautiful world
Beautiful boy

もしも願い一つだけ叶うなら
君の側で眠らせて　どんな場所でもいいよ
Beautiful world
迷わず君だけを見つめている
Beautiful boy
自分の美しさ　まだ知らないの

It's only love

寝ても覚めても少年マンガ
夢見てばっか　自分が好きじゃないの
何が欲しいか分からなくて
ただ欲しがって　ぬるい涙が頬を伝う

言いたいことなんか無い
ただもう一度会いたい
言いたいこと言えない
根性無しかもしれない
それでいいけど

僕の世界消えるまで会えぬなら
君の側で眠らせて どんな場所でも結構
Beautiful world
儚く過ぎて行く日々の中で
Beautiful boy
気分のムラは仕方ないね
Beautiful world
Beautiful boy

It's only love

もしも願い一つだけ叶うなら
君の側で眠らせて

Beautiful world (It's only love)
Beautiful boy (It's only love)
Beautiful world (It's only love, it's only love)
Beautiful boy (It's only love)
Beautiful world (It's only love)
Beautiful boy (It's only love)"
01 One Last Kiss.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\One Last Kiss\01 One Last Kiss.mp3,One Last Kiss,Hikaru Utada,One Last Kiss,Hikaru Utada,J-Pop,2020-12-09,252.11,112,68f35d,99.0;41.31496;87.30708;65.87008;51.83858;79.51181;32.350395;63.531494;38.97638;35.078743;17.149609;26.893702;21.047245;20.657482;14.031498;14.031498;19.48819;22.996063;22.996063;21.047245;24.165356;72.885826;19.098427;0.0;,53bee5,3d0884,26,-1,Sí,"[宇多田ヒカル「One Last Kiss」歌詞]

[ヴァース 1]
初めてのルーブルは
なんてことは無かったわ
私だけのモナリザ
もうとっくに出会ってたから
初めてあなたを見た
あの日動き出した歯車
止められない喪失の予感

[プリコーラス]
もういっぱいあるけど
もひとつ増やしましょう
Can you give me one last kiss?
忘れたくないこと

[コーラス]
Oh-oh-oh-oh, oh-woah, oh-oh-oh, ooh-woah
Oh-oh-oh-oh, 忘れたくないこと
Oh-oh-oh-oh, oh-woah, oh-oh-ooh (Oh-oh)
Oh-oh-oh-oh, I love you more than you'll ever know, oh

[ヴァース 2]
「写真は苦手なんだ」
でもそんなものはいらないわ
あなたが焼きついたまま
私の心のプロジェクター
寂しくないふりしてた
まあ、そんなのお互い様か
誰かを求めることは
即ち傷つくことだった

[プリコーラス]
Oh, can you give me one last kiss?
燃えるようなキスをしよう (Ooh)
忘れたくても
忘れられないほど

[コーラス]
Oh-oh-oh-oh, oh-woah, oh-oh-oh, ooh-woah
Oh-oh-oh-oh, I love you more than you'll ever know
Oh-oh-oh-oh, oh-woah, oh-oh-ooh (Oh-oh)
Oh-oh-oh-oh, I love you more than you'll ever know, oh
I love you more than you'll ever know

[ブリッジ]
もう分かっているよ
この世の終わりでも
年をとっても

[リフレイン]
忘れられない人
(Oh-oh-oh-oh, oh-woah, oh-oh-oh, ooh-woah)
忘れられない人 忘れられない人
忘れられない人
(Oh-oh-oh-oh, oh-woah, oh-oh-ooh, oh-oh)
忘れられない人
I love you more than you'll ever know

[コーラス]
Oh-oh-oh-oh, oh-woah, oh-oh-oh, ooh-woah
(忘れられな 忘れられな)
Oh-oh-oh-oh, 忘れられない人
Oh-oh-oh-oh, oh-woah, oh-oh-ooh (Oh-oh)
(忘れられない人)
Oh-oh-oh-oh, I love you more than you'll ever know

[ポスト・コーラス]
忘れられな 忘れられな
忘れられな 忘れられない人
忘れられな 忘れられな
忘れられな 忘れられない人
I love you more than you'll ever know

[アウトロ]
Ooh 吹いていった風の後を
追いかけた眩しい午後"
02 Passion (After the Battle).mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Passion - Single\02 Passion (After the Battle).mp3,Passion (After the Battle),Hikaru Utada,Passion - Single,Hikaru Utada,J-Pop,2005-12-14,357.93,109,9e4e43,1.948822;15.590553;29.622047;59.244095;37.027557;31.96063;68.98819;99.0;52.228348;37.807087;21.43701;40.535435;33.519684;35.468506;21.826773;28.84252;37.027557;31.96063;25.334646;28.452757;28.84252;39.366142;14.031498;0.0;,5513b3,09b480,93,2,Sí,"Omoidaseba
Haruka haruka
Mirai wa
Doko made mo
Kagayaiteta
Kirei na
Aozora no shita de
Bokura wa
Sukoshi dake
Obiete ita
Natsukashii iro ni
Mado ga somaru
Mae wo muitereba
Mata aemasu ka
Mirai wa
Doko e demo
Tsudzuiterun da
Ooki na
Kanban no shita de
Jidai no
Utsuroi wo mite itai na
Nido to aenu
Hito ni basho ni
Mado wo akeru
Omoidaseba
Haruka haruka
Mirai wa
Doko made mo
Kagayaiteta
Kirei na
Aozora no shita de
Bokura wa
Itsumademo
Nemutte ita
My fears, my lies
Aozora no shita"
01 Passion.mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Passion - Single\01 Passion.mp3,Passion,Hikaru Utada,Passion - Single,Hikaru Utada,J-Pop,2005-12-14,282.7,109,b02a87,78.342514;64.31102;46.38189;51.83858;38.586617;33.90945;68.59843;99.0;72.885826;51.83858;37.027557;76.3937;53.397636;56.125984;37.807087;45.2126;65.480316;60.02362;45.2126;45.992126;44.822834;59.244095;20.657482;0.0;,b40c76,503229,93,3,Sí,"Note that words in { } are written as they are sung, backwards

[Intro]
{Wonk uoy naht noitceffa erom deen I}

[Hook 1]
思い出せば遙か遙か
未來は
{Wonk uoy naht noitceffa erom deen I}
どこまでも輝いてた
きれいな青空の下で
僕らは
{Wonk uoy naht noitceffa erom deen I}
少しだけ怯えていた

[Verse 1]
懐かしい色に
窓が染まる

[Hook 2]
前を向いてればまた會えますか
未來は
{Wonk uoy naht noitceffa erom deen I}
こへでも続いてるんだ
大きな看板の下で
時代の
{Wonk uoy naht noitceffa erom deen I}
移ろいを見ていたいな

[Bridge]
人知れず
My heart's a battleground
{Snoitome eurt deen I}
{Wonk uoy naht noitceffa erom deen I}
{Snoitome eurt deen I}

[Verse 2]
二度と会えぬ
人に場所に
窓を開ける

[Hook 1]
思い出せば遙か遙か
未來は
{Wonk uoy naht noitceffa erom deen I}
どこまでも輝いてた
きれいな青空の下で
僕らは
{Wonk uoy naht noitceffa erom deen I}
いつまでも眠っていた

[Verse 3]
ずっと前に好きだった人
冬に子供が生まれるそうだ
昔からの決まり事を
たまに疑いたくなるよ
ずっと忘れられなかったの
年賀狀は寫真付かな
わたしたちに出來なかったことを
とても懐かしく思うよ

[Outro]
Ooh...
My fears...my lies...
青空の下
I...
{Wonk uoy naht noitceffa erom deen I}"
02 Prisoner of Love (Quiet Version).mp3,E:\iTunes\iTunes Media\Music\Hikaru Utada\Prisoner of Love - EP\02 Prisoner of Love (Quiet Version).mp3,Prisoner of Love (Quiet Version),Hikaru Utada,Prisoner of Love - EP,Hikaru Utada,J-Pop,2008-05-21,274.16,97,8f631d,6.625984;32.350395;43.65354;80.6811;57.295277;44.43307;44.04331;99.0;43.26378;59.633858;30.401575;51.059055;40.925198;39.755905;30.79134;29.232285;44.822834;28.452757;15.980316;17.539371;27.67323;32.350395;15.20079;0.0;,2b239a,048a04,22,-1,No,
