Album,Artist,Genre,Name,Total Time,carpeta_esquema,filename,playlist,ruta_absoluta,Album Artist,Album Rating,Album Rating Computed,Artwork Count,BPM,Bit Rate,Clean,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,Disliked,Explicit,File Folder Count,Kind,Library Folder Count,Location,Matched,Normalization,Persistent ID,Play Count,Play Date,Play Date UTC,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Track Count,Track ID,Track Number,Track Type,Work,Year
20,Leo Ieiri,J-Pop,Love & Hate,3:07,RAW,10 Love & Hate.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Leo Ieiri,100,True,1,95,322,,Se encuentra en spotify,,,2025-01-17 22:39:00,2025-10-17 06:55:29,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Leo%20Ieiri/20/10%20Love%20&%20Hate.m4a,,7708,7568C474CCDC91D7,6,3846776827,2025-11-24 03:07:07,,100,,2015-02-25 12:00:00,48000,7675381,,,,,,,,12,14349,10,File,,2015
LEO,Leo Ieiri,J-Pop,Lady Mary,4:12,RAW,12 Lady Mary.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,Leo Ieiri,100,,1,70,324,,Se encuentra en spotify,,西尾芳彦・家入レオ & Leo Ieiri,2025-01-17 22:39:00,2025-10-17 06:55:30,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Leo%20Ieiri/LEO/12%20Lady%20Mary.m4a,,7966,A683B83636B68A2D,2,3843567564,2025-10-17 22:39:24,,100,,2012-10-24 12:00:00,48000,10377786,,,,,,,,13,14363,12,File,,2012
ALL TIME BEST -FAN BEST-,UVERworld,J-Rock,シリウス,4:50,RAW,16 シリウス.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,UVERworld,100,True,1,105,322,,Se encuentra en spotify,,TAKUYA∞,2025-01-17 22:51:33,2025-10-17 06:53:38,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/UVERworld/ALL%20TIME%20BEST%20-FAN%20BEST-/16%20%E3%82%B7%E3%83%AA%E3%82%A6%E3%82%B9.m4a,,9792,5C3C8C8E2AE628A9,2,3843679695,2025-10-19 05:48:15,,100,,2017-08-02 12:00:00,48000,11863736,,,,,,,,16,14379,16,File,,2017
ALL TIME BEST -FAN BEST-,UVERworld,J-Rock,Colors of the Heart,3:50,RAW,08 Colors of the Heart.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,UVERworld,100,True,1,85,322,,Se encuentra en spotify,,TAKUYA∞,2025-01-17 22:51:33,2025-10-17 06:53:38,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/UVERworld/ALL%20TIME%20BEST%20-FAN%20BEST-/08%20Colors%20of%20the%20Heart.m4a,,7106,E67CB821CAFD31AC,4,3839946172,2025-09-06 00:42:52,,100,,2007-02-21 12:00:00,48000,9409640,,,,,,,,16,14395,8,File,,2007
Signal - Single,TK from 凛として時雨,J-Rock,Signal,5:19,RAW,01 Signal.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,TK from 凛として時雨,100,True,1,84,320,,Se encuentra en spotify,,Toru Kitajima,2025-01-18 01:36:47,2025-10-17 06:53:45,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/TK%20from%20%E5%87%9B%E3%81%A8%E3%81%97%E3%81%A6%E6%99%82%E9%9B%A8/Signal%20-%20Single/01%20Signal.m4a,,12516,A42B23BD0C6AEAFB,3,3844432619,2025-10-27 23:56:59,,100,,2016-09-07 12:00:00,48000,12975989,,,,,,,,3,14419,1,File,,2016
will-ill - Single,TK from 凛として時雨,J-Rock,will-ill,5:09,RAW,01 will-ill.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,TK from 凛として時雨,100,True,1,137,317,,Se encuentra en spotify,,,2025-01-18 01:36:47,2025-10-17 06:53:44,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/TK%20from%20%E5%87%9B%E3%81%A8%E3%81%97%E3%81%A6%E6%99%82%E9%9B%A8/will-ill%20-%20Single/01%20will-ill.m4a,,11775,90B3550EBF67A9F6,3,3843127284,2025-10-12 20:21:24,,100,,2021-10-13 12:00:00,48000,12438157,,,,,,,,3,14423,1,File,,2021
Signal - Single,TK from 凛として時雨,J-Rock,Shandy,4:36,RAW,02 Shandy.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,TK from 凛として時雨,100,True,1,165,320,,Se encuentra en spotify,,北嶋徹,2025-01-18 01:36:47,2025-10-17 06:53:45,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/TK%20from%20%E5%87%9B%E3%81%A8%E3%81%97%E3%81%A6%E6%99%82%E9%9B%A8/Signal%20-%20Single/02%20Shandy.m4a,,14879,8B616065FA4EFA59,4,3835527518,2025-07-16 21:18:38,,100,,2016-09-07 12:00:00,48000,11229454,,,,,,,,3,14425,2,File,,2016
katharsis - EP,TK from 凛として時雨,J-Rock,katharsis,4:26,RAW,01 katharsis.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,TK from 凛として時雨,100,True,1,72,317,,Se encuentra en spotify,,TK,2025-01-18 01:39:32,2025-10-17 06:53:45,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/TK%20from%20%E5%87%9B%E3%81%A8%E3%81%97%E3%81%A6%E6%99%82%E9%9B%A8/katharsis%20-%20EP/01%20katharsis.m4a,,10575,46684902AAAF7364,10,3845292947,2025-11-06 22:55:47,,100,,2018-10-10 12:00:00,48000,10691148,,,,,,,,4,14433,1,File,,2018
melt - Single,TK from 凛として時雨 with suis from Yorushika,J-Rock,melt,4:38,RAW,01 melt.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,TK from 凛として時雨 with suis from Yorushika,100,True,1,127,321,,Se encuentra en spotify,,,2025-01-18 01:41:11,2025-10-17 06:53:43,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/TK%20from%20%E5%87%9B%E3%81%A8%E3%81%97%E3%81%A6%E6%99%82%E9%9B%A8%20with%20suis%20from%20Yorushika/melt%20-%20Single/01%20melt.m4a,,5965,7EEA39E579B50D3B,2,3847189642,2025-11-28 21:47:22,,100,,2019-10-02 12:00:00,48000,11411451,,,,,,,,1,14437,1,File,,2019
蝶の飛ぶ水槽 - Single,TK from 凛として時雨,J-Rock,蝶の飛ぶ水槽,6:01,RAW,01 蝶の飛ぶ水槽.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,TK from 凛として時雨,100,True,1,135,319,,Se encuentra en spotify,,TK,2025-01-18 01:50:42,2025-10-17 06:53:43,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/TK%20from%20%E5%87%9B%E3%81%A8%E3%81%97%E3%81%A6%E6%99%82%E9%9B%A8/%E8%9D%B6%E3%81%AE%E9%A3%9B%E3%81%B6%E6%B0%B4%E6%A7%BD%20-%20Single/01%20%E8%9D%B6%E3%81%AE%E9%A3%9B%E3%81%B6%E6%B0%B4%E6%A7%BD.m4a,,8247,BA630DCB7DE317F4,3,3843563367,2025-10-17 21:29:27,,100,,2020-01-07 12:00:00,48000,14644684,,,,,,,,1,14441,1,File,,2020
彩脳 -TK Side- - Single,TK from 凛として時雨,J-Rock,彩脳 -TK Side-,4:34,RAW,01 彩脳 -TK Side-.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,TK from 凛として時雨,100,True,1,82,325,,Se encuentra en spotify,,,2025-01-18 01:51:35,2025-10-17 06:53:43,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/TK%20from%20%E5%87%9B%E3%81%A8%E3%81%97%E3%81%A6%E6%99%82%E9%9B%A8/%E5%BD%A9%E8%84%B3%20-TK%20Side-%20-%20Single/01%20%E5%BD%A9%E8%84%B3%20-TK%20Side-.m4a,,8107,75689DF249CA3A6A,1,3827498707,2025-04-14 23:05:07,,100,,2020-04-22 12:00:00,48000,11383831,,,,,,,,1,14443,1,File,,2020
誰我為 - EP,TK from 凛として時雨,J-Rock,誰我為,4:28,RAW,01 誰我為.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,TK from 凛として時雨,100,True,1,138,321,,Se encuentra en spotify,,,2025-01-18 02:02:49,2025-10-17 06:53:43,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/TK%20from%20%E5%87%9B%E3%81%A8%E3%81%97%E3%81%A6%E6%99%82%E9%9B%A8/%E8%AA%B0%E6%88%91%E7%82%BA%20-%20EP/01%20%E8%AA%B0%E6%88%91%E7%82%BA.m4a,,12749,23A425CAE105FEB9,5,3847090866,2025-11-27 18:21:06,,100,,2024-05-04 12:00:00,48000,10984570,,,,,,,,4,14449,1,File,,2024
誰我為 - EP,TK from 凛として時雨,J-Rock,クジャクジャノマアムアイア -TV edit-,2:21,RAW,02 クジャクジャノマアムアイア -TV edit-.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,TK from 凛として時雨,100,True,1,156,320,,Se encuentra en spotify,,,2025-01-18 02:02:49,2025-10-17 06:53:43,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/TK%20from%20%E5%87%9B%E3%81%A8%E3%81%97%E3%81%A6%E6%99%82%E9%9B%A8/%E8%AA%B0%E6%88%91%E7%82%BA%20-%20EP/02%20%E3%82%AF%E3%82%B8%E3%83%A3%E3%82%AF%E3%82%B8%E3%83%A3%E3%83%8E%E3%83%9E%E3%82%A2%E3%83%A0%E3%82%A2%E3%82%A4%E3%82%A2%20-TV%20edit-.m4a,,11256,0D8D602C1A74D5E2,1,3825780147,2025-03-26 02:42:27,,100,,2023-12-20 12:00:00,48000,5804692,,,,,,,,4,14451,2,File,,2023
DUNK,THE ORAL CIGARETTES feat. Masato,J-Rock,DUNK,4:14,RAW,01 DUNK.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,THE ORAL CIGARETTES feat. Masato,100,True,1,138,323,,Se encuentra en spotify,,,2025-01-18 02:33:31,2025-10-17 06:54:38,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/THE%20ORAL%20CIGARETTES%20feat.%20Masato/DUNK/01%20DUNK.m4a,,9926,7DDDBE3FF0BCA42A,1,3819992183,2025-01-18 02:56:23,,100,,2024-08-07 12:00:00,48000,10434468,,,,ORAL CIGARETTES feat. Masato,ORAL CIGARETTES feat. Masato,,,1,14455,1,File,,2024
Kantannakoto - Single,THE ORAL CIGARETTES,J-Rock,Kantannakoto,3:34,RAW,01 Kantannakoto.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,THE ORAL CIGARETTES,100,True,1,134,320,,Se encuentra en spotify,,山中 拓也,2025-01-18 02:33:31,2025-10-17 06:54:42,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/THE%20ORAL%20CIGARETTES/Kantannakoto%20-%20Single/01%20Kantannakoto.m4a,,15944,C2DE1F7863296310,3,3843647800,2025-10-18 20:56:40,,100,,2015-07-14 12:00:00,48000,8715131,,,,ORAL CIGARETTES,ORAL CIGARETTES,,,1,14457,1,File,,2015
Kyouran Hey Kids!! - EP,THE ORAL CIGARETTES,J-Rock,Kyouran Hey Kids!!,4:10,RAW,01 Kyouran Hey Kids!!.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,THE ORAL CIGARETTES,100,True,1,142,326,,Se encuentra en spotify,,Yamanaka Takuya,2025-01-18 02:33:31,2025-10-17 06:54:41,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/THE%20ORAL%20CIGARETTES/Kyouran%20Hey%20Kids!!%20-%20EP/01%20Kyouran%20Hey%20Kids!!.m4a,,19332,BF31368B041240CC,6,3839331904,2025-08-29 22:05:04,,100,,2015-10-02 12:00:00,48000,10310604,,,,ORAL CIGARETTES,ORAL CIGARETTES,,,4,14459,1,File,,2015
UNDER and OVER - Single,THE ORAL CIGARETTES,J-Rock,UNDER and OVER,3:54,RAW,01 UNDER and OVER.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,THE ORAL CIGARETTES,100,True,1,116,328,,Se encuentra en spotify,,,2025-01-18 02:33:31,2025-10-17 06:54:39,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/THE%20ORAL%20CIGARETTES/UNDER%20and%20OVER%20-%20Single/01%20UNDER%20and%20OVER.m4a,,11159,B45C594958A837FB,9,3845651368,2025-11-11 02:29:28,,100,,2024-10-02 12:00:00,48000,9792225,,,,ORAL CIGARETTES,ORAL CIGARETTES,,,1,14461,1,File,,2024
Dip-Bap - Single,THE ORAL CIGARETTES,J-Rock,Dip-Bap,4:29,RAW,01 Dip-Bap.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,THE ORAL CIGARETTES,100,True,1,72,326,,Se encuentra en spotify,,山中 拓也,2025-01-18 02:33:32,2025-10-17 06:54:43,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/THE%20ORAL%20CIGARETTES/Dip-Bap%20-%20Single/01%20Dip-Bap.m4a,,8935,F0A5A554FC788938,3,3847200964,2025-11-29 00:56:04,,100,,2016-08-03 12:00:00,48000,11170124,,,,ORAL CIGARETTES,ORAL CIGARETTES,,,3,14465,1,File,,2016
Dip-Bap - Single,THE ORAL CIGARETTES,J-Rock,Catch Me,3:27,RAW,02 Catch Me.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,THE ORAL CIGARETTES,100,True,1,92,320,,Se encuentra en spotify,,山中 拓也,2025-01-18 02:33:32,2025-10-17 06:54:42,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/THE%20ORAL%20CIGARETTES/Dip-Bap%20-%20Single/02%20Catch%20Me.m4a,,11793,BCA5EEB9CCA14BC1,6,3840617971,2025-09-13 19:19:31,,100,,2016-08-03 12:00:00,48000,8436243,,,,ORAL CIGARETTES,ORAL CIGARETTES,,,3,14467,2,File,,2016
5150 - Single,THE ORAL CIGARETTES,J-Rock,Miss Tail,3:19,RAW,03 Miss Tail.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,THE ORAL CIGARETTES,100,True,1,180,329,,Se encuentra en spotify,,山中 拓也,2025-01-18 02:41:02,2025-10-17 06:54:38,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/THE%20ORAL%20CIGARETTES/5150%20-%20Single/03%20Miss%20Tail.m4a,,11341,5DFB1E1B250E5353,3,3843664072,2025-10-19 01:27:52,,100,,2016-11-16 12:00:00,48000,8379683,,,,ORAL CIGARETTES,ORAL CIGARETTES,,,3,14475,3,File,,2016
5150 - Single,THE ORAL CIGARETTES,J-Rock,5150,3:58,RAW,01 5150.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,THE ORAL CIGARETTES,100,True,1,96,320,,Se encuentra en spotify,,山中 拓也,2025-01-18 02:41:03,2025-10-17 06:54:38,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/THE%20ORAL%20CIGARETTES/5150%20-%20Single/01%205150.m4a,,9877,E09306B11ACCA271,4,3845713174,2025-11-11 19:39:34,,100,,2016-11-16 12:00:00,48000,9706151,,,,ORAL CIGARETTES,ORAL CIGARETTES,,,3,14477,1,File,,2016
Dream In Drive - Single,THE ORAL CIGARETTES,J-Rock,Dream In Drive,3:29,RAW,01 Dream In Drive.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,THE ORAL CIGARETTES,100,True,1,144,323,,Se encuentra en spotify,,山中拓也,2025-01-18 02:41:03,2025-10-17 06:54:42,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/THE%20ORAL%20CIGARETTES/Dream%20In%20Drive%20-%20Single/01%20Dream%20In%20Drive.m4a,,10979,46C2B6407884CF0D,2,3846050552,2025-11-15 17:22:32,,100,,2020-03-25 12:00:00,48000,8577953,,,,ORAL CIGARETTES,ORAL CIGARETTES,,,1,14479,1,File,,2020
5150 - Single,THE ORAL CIGARETTES,J-Rock,Access×Koutai,3:29,RAW,02 Access×Koutai.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,THE ORAL CIGARETTES,100,True,1,140,323,,Se encuentra en spotify,,,2025-01-18 02:41:03,2025-10-17 06:54:38,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/THE%20ORAL%20CIGARETTES/5150%20-%20Single/02%20Access%C3%97Koutai.m4a,,7602,93E1F9FE2EC93E65,3,3846912983,2025-11-25 16:56:23,,100,,2016-11-16 12:00:00,48000,8607262,,,,ORAL CIGARETTES,ORAL CIGARETTES,,,3,14481,2,File,,2016
Tonariau - ONE'S AGAIN - Single,THE ORAL CIGARETTES,J-Rock,One's Again,4:41,RAW,02 One's Again.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,THE ORAL CIGARETTES,100,True,1,110,322,,Se encuentra en spotify,,山中 拓也,2025-01-18 02:44:31,2025-10-17 06:54:39,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/THE%20ORAL%20CIGARETTES/Tonariau%20-%20ONE'S%20AGAIN%20-%20Single/02%20One's%20Again.m4a,,10117,A2708831E9DE11A0,3,3846400683,2025-11-19 18:38:03,,100,,2017-06-14 12:00:00,48000,11474617,,,,ORAL CIGARETTES,ORAL CIGARETTES,,,3,14487,2,File,,2017
SAKURA グッバイ - Single,SCANDAL,J-Rock,SAKURAグッバイ,4:01,RAW,01 SAKURAグッバイ.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,SCANDAL,100,True,1,161,318,,Se encuentra en spotify,,Masterworks,2025-01-18 03:11:49,2025-10-17 06:54:03,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/SCANDAL/SAKURA%20%E3%82%B0%E3%83%83%E3%83%90%E3%82%A4%20-%20Single/01%20SAKURA%E3%82%B0%E3%83%83%E3%83%90%E3%82%A4.m4a,,16700,2503CE27EFBB65A8,9,3847113092,2025-11-28 00:31:32,,100,,2009-03-04 12:00:00,48000,9855431,,,,,,,,3,14491,1,File,,2009
Terra Boy - Single,SCANDAL,J-Pop,Terra Boy,3:27,RAW,01 Terra Boy.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,SCANDAL,100,True,1,90,324,,Se encuentra en spotify,,,2025-01-18 03:11:49,2025-10-17 06:54:01,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/SCANDAL/Terra%20Boy%20-%20Single/01%20Terra%20Boy.m4a,,6873,83E92EB170DFFC37,3,3843647389,2025-10-18 20:49:49,,100,,2025-01-01 12:00:00,48000,8590097,,,,,,,,1,14493,1,File,,2025
ハイライトの中で僕らずっと - Single,SCANDAL,J-Pop,ハイライトの中で僕らずっと,3:24,RAW,01 ハイライトの中で僕らずっと.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,SCANDAL,100,True,1,135,321,,Se encuentra en spotify,,ＭＡＭＩ,2025-01-18 03:11:49,2025-10-17 06:54:00,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/SCANDAL/%E3%83%8F%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%88%E3%81%AE%E4%B8%AD%E3%81%A7%E5%83%95%E3%82%89%E3%81%9A%E3%81%A3%E3%81%A8%20-%20Single/01%20%E3%83%8F%E3%82%A4%E3%83%A9%E3%82%A4%E3%83%88%E3%81%AE%E4%B8%AD%E3%81%A7%E5%83%95%E3%82%89%E3%81%9A%E3%81%A3%E3%81%A8.m4a,,7636,3C36C15BD14A1814,6,3842458441,2025-10-05 02:34:01,,100,,2023-08-22 12:00:00,48000,8296149,,,,,,,,2,14495,1,File,,2023
少女S[初回盤A] - EP,SCANDAL,J-Rock,少女S,3:14,RAW,01 少女S.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,SCANDAL,100,True,1,136,320,,Se encuentra en spotify,,田鹿ゆういち,2025-01-18 03:11:49,2025-10-17 06:53:59,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/SCANDAL/%E5%B0%91%E5%A5%B3S%5B%E5%88%9D%E5%9B%9E%E7%9B%A4A%5D%20-%20EP/01%20%E5%B0%91%E5%A5%B3S.m4a,,9971,86AD9A62F22EAA76,4,3841340519,2025-09-22 04:01:59,,100,,2009-06-17 12:00:00,48000,7911844,,,,,,,,4,14509,1,File,,2009
夢見るつばさ - EP,SCANDAL,J-Rock,DAYDREAM,4:07,RAW,03 DAYDREAM.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,SCANDAL,100,True,1,100,313,,Se encuentra en spotify,,恩田快人,2025-01-18 03:15:25,2025-10-17 06:54:00,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/SCANDAL/%E5%A4%A2%E8%A6%8B%E3%82%8B%E3%81%A4%E3%81%B0%E3%81%95%20-%20EP/03%20DAYDREAM.m4a,,7239,C0D8AF258944F25D,7,3837890695,2025-08-13 05:44:55,,100,,2009-10-14 12:00:00,48000,9851221,,,,,,,,5,14523,3,File,,2009
瞬間センチメンタル - EP,SCANDAL,J-Rock,瞬間センチメンタル,3:46,RAW,01 瞬間センチメンタル.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,SCANDAL,100,True,1,84,320,,Se encuentra en spotify,,Yuichi Tajika,2025-01-18 03:16:53,2025-10-17 06:53:59,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/SCANDAL/%E7%9E%AC%E9%96%93%E3%82%BB%E3%83%B3%E3%83%81%E3%83%A1%E3%83%B3%E3%82%BF%E3%83%AB%20-%20EP/01%20%E7%9E%AC%E9%96%93%E3%82%BB%E3%83%B3%E3%83%81%E3%83%A1%E3%83%B3%E3%82%BF%E3%83%AB.m4a,,9046,C0B7D0ACEF6B2D8C,4,3846153252,2025-11-16 21:54:12,,100,,2010-02-03 12:00:00,48000,9224301,,,,,,,,4,14525,1,File,,2010
スキャンダルなんかブッ飛ばせ - Single,SCANDAL,J-Rock,スキャンダルなんかブッ飛ばせ,3:29,RAW,01 スキャンダルなんかブッ飛ばせ.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,SCANDAL,100,True,1,150,320,,Se encuentra en spotify,,Takeshi Fuji,2025-01-18 03:28:32,2025-10-17 06:54:00,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/SCANDAL/%E3%82%B9%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%80%E3%83%AB%E3%81%AA%E3%82%93%E3%81%8B%E3%83%96%E3%83%83%E9%A3%9B%E3%81%B0%E3%81%9B%20-%20Single/01%20%E3%82%B9%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%80%E3%83%AB%E3%81%AA%E3%82%93%E3%81%8B%E3%83%96%E3%83%83%E9%A3%9B%E3%81%B0%E3%81%9B.m4a,,19976,84ADD37A8E6CE5FA,3,3847107181,2025-11-27 22:53:01,,100,,2010-10-06 12:00:00,48000,8520960,,,,,,,,2,14539,1,File,,2010
SHE LOVES YOU,SCANDAL,J-Pop,How crazy,3:43,RAW,01 How crazy.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,YUI Tribute,100,,1,133,323,,Se encuentra en spotify,,YUI,2025-01-18 03:36:14,2025-10-17 06:54:02,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/YUI%20Tribute/SHE%20LOVES%20YOU/01%20How%20crazy.m4a,,7976,3F33C74217B8411F,5,3841996005,2025-09-29 18:06:45,,100,,2012-10-24 12:00:00,48000,9849676,,,,,,,,13,14547,1,File,,2012
ハルカ - EP,SCANDAL,J-Pop,ハルカ,5:07,RAW,01 ハルカ.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,SCANDAL,100,True,1,124,322,,Se encuentra en spotify,,Keita Kawaguchi,2025-01-18 03:40:44,2025-10-17 06:54:00,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/SCANDAL/%E3%83%8F%E3%83%AB%E3%82%AB%20-%20EP/01%20%E3%83%8F%E3%83%AB%E3%82%AB.m4a,,8815,1F553CC082DAEC6B,10,3847110828,2025-11-27 23:53:48,,100,,2011-04-20 12:00:00,48000,12557818,,,,,,,,4,14549,1,File,,2011
HARUKAZE[初回盤B] - Single,SCANDAL,J-Rock,HARUKAZE,4:38,RAW,01 HARUKAZE.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,SCANDAL,100,True,1,83,316,,Se encuentra en spotify,,Noriyasu Isshiki,2025-01-18 03:50:39,2025-10-17 06:54:05,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/SCANDAL/HARUKAZE%5B%E5%88%9D%E5%9B%9E%E7%9B%A4B%5D%20-%20Single/01%20HARUKAZE.m4a,,15125,0D3BED75D0C1A8F1,3,3840282986,2025-09-09 22:16:26,,100,,2012-02-22 12:00:00,48000,11160870,,,,,,,,3,14553,1,File,,2012
太陽スキャンダラス[初回盤A] - Single,SCANDAL,J-Rock,太陽スキャンダラス,5:09,RAW,01 太陽スキャンダラス.m4a,Favoritas,D:\Códigos\Musica-Analisis\files\xml\RAW\Favoritas.xml,SCANDAL,100,True,1,80,318,,Se encuentra en spotify,,NAOTO,2025-01-18 03:50:39,2025-10-17 06:54:00,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/SCANDAL/%E5%A4%AA%E9%99%BD%E3%82%B9%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%80%E3%83%A9%E3%82%B9%5B%E5%88%9D%E5%9B%9E%E7%9B%A4A%5D%20-%20Single/01%20%E5%A4%AA%E9%99%BD%E3%82%B9%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%80%E3%83%A9%E3%82%B9.m4a,,13353,FFB3854C2A65BF9E,2,3835372806,2025-07-15 02:20:06,,100,,2009-01-01 12:00:00,48000,12478008,,,,,,,,3,14555,1,File,,2009
